order_id,product_id,add_to_cart_order,reordered
2575704,7485,1,1
3337709,28220,8,1
2131139,4210,8,1
1244662,24810,1,1
2322437,46720,17,0
407281,24727,3,1
1441082,47766,3,1
1933576,41539,2,0
1004585,27086,2,1
2107994,3990,16,1
2696685,1440,20,0
1891749,49630,7,0
276544,8949,14,0
2506940,14471,1,1
2026634,36651,13,1
3096359,21405,1,1
2094761,1099,73,0
2449032,25659,6,1
2229895,1688,3,1
1846073,24552,16,1
64474,35914,8,0
347301,432,11,1
455955,29664,1,0
3416117,9837,32,0
2697172,13176,2,1
2295959,1516,5,1
2864520,16168,2,1
515096,47672,5,1
2493664,27454,5,1
2544928,20632,3,1
2490108,8174,11,1
1280542,49683,2,0
2157621,48486,5,1
2249035,49416,5,0
2878187,41950,3,1
243726,29742,15,1
1702505,8518,9,1
355542,16262,1,0
2927769,18523,21,0
368714,9076,3,1
1443427,28289,14,0
448248,31343,24,1
1952558,27966,2,0
1045352,40824,7,1
2792200,47141,3,1
3137132,20355,13,0
1180694,13176,29,1
625307,16797,4,1
3223785,47626,3,1
1551526,35209,9,0
2024717,3142,12,0
2399930,29127,8,0
2054094,21137,3,1
3238048,38772,1,1
1700177,27323,4,0
2354941,34320,8,1
1709244,3957,3,0
1809393,32265,24,0
2733545,26800,4,0
2502165,45296,10,0
2264814,28851,4,1
221940,35855,1,1
852205,24427,13,1
687207,42075,6,0
2276250,34134,24,0
1717317,39275,19,1
1489107,8670,4,1
2415082,23288,2,1
1919996,47626,5,1
596246,47867,15,0
1615407,28199,8,0
2948571,8277,5,1
1370662,21847,2,1
2273480,47537,16,0
1868282,2452,14,0
1988668,24385,15,0
3128217,24954,9,0
1530258,5450,11,1
8508,9076,10,1
3025080,42768,6,0
777046,47626,5,1
2170797,47766,1,1
251494,39877,5,1
1528087,44368,2,0
269332,1711,7,0
764819,9137,5,0
322921,17652,3,1
3383214,24284,1,1
2167939,19478,6,1
786240,49279,12,1
1145769,13176,3,1
2093585,38689,14,1
2407583,42117,1,0
1826641,47788,3,0
1357878,35424,18,0
1871377,38949,2,0
1420730,1160,1,1
2302509,48595,2,1
761564,9020,11,1
3373168,24964,2,0
1290630,26620,5,1
2527831,8903,10,1
1989264,15995,17,1
385011,8385,4,1
153860,23909,1,0
1151660,12392,16,1
2355895,21903,13,1
2403007,19561,1,0
1698937,6046,18,1
3172653,3016,3,1
1382333,26981,3,1
3041397,22395,10,0
1772854,8518,20,0
1568336,43951,12,1
3108631,40229,14,1
1377706,43352,1,0
2233468,26911,11,1
224656,20788,2,1
2364433,22802,3,0
2320319,39708,29,0
2192185,13113,13,0
387302,47209,4,1
2067731,26209,7,1
1436572,48366,9,1
1957554,36273,2,0
1789141,27845,2,1
1806504,17224,7,1
1476271,45066,2,1
808864,48732,22,1
520126,26177,11,1
2241228,9243,2,0
1777618,48493,6,0
1515664,196,1,1
307938,10132,2,0
1207045,5514,2,1
2507174,31231,3,0
2360511,19816,5,1
2990472,7175,2,1
1697837,10673,25,0
1584386,20580,3,0
1127844,48609,4,1
1798894,47144,8,0
219747,13984,17,0
143151,38739,9,0
3325762,17183,5,1
1676551,10749,13,1
1982218,14633,3,1
1800387,34445,2,1
317238,8230,3,1
171908,12427,8,1
400786,25630,3,0
648238,19048,8,1
1578164,44359,27,0
962104,24841,6,1
1882199,38689,5,1
923355,28934,11,1
422905,24964,4,0
3245784,31805,8,1
327045,3599,14,1
3187507,34685,2,0
3384046,43049,1,1
3049434,17794,3,0
1955498,37220,2,1
738983,9422,10,1
526017,1371,25,0
1303670,5258,1,0
1491020,23888,1,0
2566860,46088,3,1
3304283,34638,10,1
681963,26283,16,1
2904046,31717,4,1
606245,28473,2,1
1343096,22950,5,0
3333414,5886,19,0
1396284,12157,1,0
1578242,10108,11,1
2939100,49520,7,0
447166,49198,1,0
3351816,41610,6,0
2157287,8536,4,1
3199320,7736,18,0
397793,37687,4,1
1163070,49235,6,0
2753594,31066,1,1
396314,31717,8,0
2502471,48532,11,0
2511740,46667,9,0
1248705,43713,4,0
1598421,36205,1,0
100785,38563,1,1
846392,17706,9,0
2045466,44833,7,0
2003523,42265,18,1
3104716,30967,13,0
1003898,9839,12,0
2953694,22454,5,1
129762,43221,12,1
1045150,26209,10,0
484362,24062,3,1
1809382,38159,2,1
1034975,33728,10,0
2802141,32079,5,0
3274691,40354,4,1
273172,24184,6,0
1688447,1700,4,0
806360,19828,6,1
238553,26209,16,1
284205,14265,2,0
536188,2386,23,1
1106729,34969,6,1
2090160,29193,12,1
2947742,28594,10,0
812613,13198,9,1
652286,36183,2,0
2157685,5513,9,1
1171056,36695,13,0
2540803,44683,16,0
1275750,11447,23,0
2885692,20042,18,1
2146970,781,6,1
1807371,46979,2,0
2191962,37507,6,1
1169944,27966,4,1
3070214,16387,5,1
3244994,17616,2,0
1608674,49481,71,1
1376426,30965,11,0
3165506,48175,5,0
2397281,41665,10,1
2339787,20697,1,0
867336,49683,11,1
1074870,1695,3,1
2218995,47209,34,0
1297136,13176,9,0
1996036,32655,2,1
2321398,3376,16,0
3118032,30719,13,0
2407801,19972,2,1
1683369,20842,5,1
2567376,27451,24,0
53896,49520,2,1
1795497,19828,17,0
3342818,37687,2,1
1853726,4357,18,0
1856869,47345,2,0
1145783,14233,1,1
1648868,39275,6,1
3042816,34702,9,1
1180244,26209,13,1
1953270,43263,6,1
2024086,15290,5,0
369400,32981,3,0
658806,30391,1,1
2975781,13083,3,1
1279821,26209,22,1
3247833,17461,4,1
548987,16759,6,1
1112172,6972,1,1
3133882,2078,2,1
2416798,37646,9,1
2297689,31513,2,0
2816181,23288,3,1
2030245,32433,3,1
3280009,46149,2,0
1392924,14947,1,1
2996002,46686,4,1
1098321,17872,7,0
1649890,47766,13,1
2408554,17027,5,1
2058171,20738,8,1
1379375,36481,20,1
2590516,39877,5,1
129398,27845,2,1
1477543,11136,8,0
682633,17795,21,0
1440450,47310,9,0
2898802,47209,1,1
1373106,46260,12,1
846515,34243,33,0
129180,27147,13,1
584474,17487,7,1
2731879,19706,9,0
2302751,20015,2,1
1742639,36670,6,1
2295644,41844,14,1
1296648,31616,22,0
1629533,19585,20,0
2470169,42828,6,0
3058707,31506,2,1
1891388,3295,9,1
1460654,33716,10,0
2718608,40952,12,0
1047164,20215,9,1
2537494,8424,9,1
270188,27845,2,1
1284283,1940,2,1
3180040,5077,18,1
3243690,24852,5,1
2498354,47766,7,1
3263234,37388,7,1
2601266,6962,1,1
699040,21584,17,1
1544895,49098,3,1
676165,22035,3,0
1487444,5388,2,1
900349,15462,3,1
2287840,46616,4,1
2446352,25647,3,0
1597461,43295,13,1
249943,21137,1,1
1174365,38876,5,0
1077864,29142,15,0
231570,39877,22,1
40676,40054,1,1
2637849,24852,3,1
3222975,16953,5,1
321774,16057,17,0
154888,46020,6,1
85312,33147,2,0
763700,2447,5,0
2994016,2452,1,1
3360090,32578,5,1
2330087,961,13,0
2639533,16824,16,0
598268,36780,12,0
796367,8277,20,1
1477277,31956,7,0
1548042,38456,12,1
3006037,46811,4,0
2722420,22395,3,1
678474,29640,4,1
2885444,30233,3,1
2842279,9327,1,0
2849885,43413,12,0
486005,29133,4,0
3217644,30169,5,1
145057,43263,9,1
1248024,37646,3,1
1814090,14715,5,1
983209,49605,10,0
1725607,20710,9,0
1518878,46979,17,0
1902739,42613,5,1
1388595,37158,4,1
2692408,21616,6,1
245773,5479,6,1
1552876,30989,7,0
101927,24852,1,1
71035,27104,12,1
1356770,4605,3,0
1168091,22220,6,1
2442452,38511,11,1
2505024,24933,1,1
3141014,41220,20,1
2068768,41844,1,1
282382,8016,9,1
646867,4675,7,1
3144814,38772,19,1
572833,40389,4,0
925995,13176,8,0
1677127,4142,2,1
2108376,46906,21,0
2500746,46584,13,1
1099390,3599,7,1
2917890,32537,4,0
316714,11520,8,1
1127657,28842,13,0
1131030,22825,6,0
3103605,13176,2,1
2703294,38844,17,0
140491,21137,14,1
1240948,44137,10,1
2615858,17794,10,1
356753,1700,1,1
1725913,12140,1,1
245746,12916,1,0
2563767,8214,40,0
376646,42672,6,1
3151391,42187,2,1
3089453,45066,3,1
2872853,33352,2,0
991699,21903,4,1
357297,41332,11,0
478661,33352,10,1
465055,9339,5,0
1085031,33636,8,1
1982479,12703,22,1
1594707,37841,11,1
479110,27456,11,0
2959735,8277,3,1
3056465,28398,5,0
1756188,35297,6,1
2737903,22825,1,1
574717,13083,3,1
522508,9076,8,0
117484,24852,1,0
3052643,1263,8,0
3000007,28215,8,0
723255,10248,22,1
1000974,3917,17,1
771160,34969,4,1
1719250,26800,6,1
6293,19660,1,1
1456981,34612,7,0
1108839,36085,29,1
3153293,37646,7,0
2213526,31506,10,1
300669,27778,14,0
2850710,45066,14,1
111708,27966,4,1
3044548,23625,22,0
2842746,28849,13,1
591204,11536,7,1
2823477,26317,9,1
481229,27344,1,1
1089507,20734,12,0
2658506,34300,4,0
1710553,37029,12,1
31962,15097,16,0
2544756,42356,3,0
307129,39993,3,0
1928281,9772,4,0
2921861,4796,9,1
1580994,24850,12,0
343588,16953,3,1
3237747,33102,9,0
721190,17170,1,0
1430234,4920,14,1
3340038,27454,11,0
2411011,13500,2,1
2492374,33787,2,1
1456229,10017,5,1
2520174,26344,2,1
2031501,42471,31,0
1110841,21903,15,0
2178481,10749,13,1
2033204,1994,14,1
1247548,16938,3,1
1192821,5358,4,0
3007084,26209,7,0
437106,14084,20,1
749927,39303,5,0
1528786,44632,4,1
2016550,41276,2,1
2848702,9007,3,1
2686905,17191,2,0
3356096,45681,7,1
1614433,23126,12,1
1052116,41912,2,0
867909,20114,5,1
3265743,11440,8,1
1234095,27277,8,1
525189,10509,16,0
155099,27966,4,1
881794,28725,9,1
2210441,46654,6,0
1098245,13988,32,0
1374004,31778,7,1
2414359,29826,10,0
303866,4799,3,0
1218496,26255,18,0
127072,8048,1,1
2259985,45106,18,1
2513841,39619,9,1
1865429,12029,9,1
2205021,15057,4,0
2812417,14112,8,1
2362829,18709,12,1
1069993,13176,5,0
3330443,33452,4,0
1915942,24852,1,1
2391771,38991,6,1
1789597,32537,17,1
3031045,40604,22,0
2838549,24852,4,0
3166956,19706,15,1
1449683,4920,1,1
3058297,18027,3,1
2533034,8424,10,1
2647222,38662,4,1
2356660,43352,1,1
2026721,42482,41,0
2734922,26209,5,0
1644513,41220,4,1
673306,27344,12,0
2783201,7295,9,1
2511891,18362,5,0
1651955,396,10,1
3231819,162,3,0
300602,16168,4,0
927903,16831,7,1
2361098,15902,2,1
1386241,27104,13,1
619754,44954,18,1
727201,16953,12,0
2091562,20118,12,0
947066,43876,7,0
1212567,21616,7,0
3275112,41276,2,1
403330,49683,5,1
1618720,45633,1,0
1837418,21903,6,0
2813024,21137,13,0
1820104,16249,14,0
988387,48383,17,0
2557772,49416,6,0
1378189,21903,14,0
1565441,42585,5,1
147388,432,11,0
429654,44643,2,0
2713161,43967,1,1
1928194,38433,2,1
1308199,38453,2,1
2735796,39812,2,0
210404,20995,6,0
2440593,13014,2,0
196186,39430,6,1
1449237,5825,24,0
1761055,26280,1,0
875570,11421,32,0
1142932,20580,27,0
1636358,13819,23,1
1639171,23734,21,0
842185,25936,18,0
3196317,24952,23,0
390529,23348,19,0
2783075,36340,7,0
1423869,31865,5,0
717978,22882,10,1
2597334,42265,23,0
2546073,31100,2,1
2876514,1169,14,0
2226793,26369,5,1
1047213,22512,7,1
1392651,26384,6,0
64185,48679,1,1
1732577,15200,6,0
175105,47226,1,0
2046170,1437,7,1
3281353,33779,8,0
129506,47626,7,1
867975,39928,13,0
1900920,39911,5,0
2703162,29447,1,1
2924736,48790,11,1
3045620,13116,4,1
3048604,33055,5,1
2972856,36481,3,1
1950295,5479,1,1
360891,46979,17,0
1221534,38997,32,1
1348995,24852,6,1
3408161,6184,3,1
1469967,8174,20,0
1147155,44570,12,0
2722166,22963,10,0
2765186,45149,12,0
2633170,25133,8,1
248640,47940,9,0
3078844,48871,24,0
2088576,8153,2,0
637960,13212,4,0
1129050,12932,4,0
2788795,21914,7,1
1309055,17668,4,0
586441,32139,4,1
482681,41259,1,0
1151656,46562,1,1
264137,13176,14,1
2285030,39275,7,0
315121,9531,10,0
2043524,23888,2,1
67330,42265,1,0
2077730,4137,2,0
792336,48736,7,1
1479658,29418,17,1
2609621,36735,12,1
2933544,49346,7,1
1361463,41787,2,1
600310,27104,15,1
416106,42936,2,0
1786035,24964,6,1
2548076,35727,8,1
2486726,13176,1,1
2208051,24489,4,1
224795,48808,8,1
2974400,31040,6,1
639099,25664,20,1
2531794,33614,14,1
1003215,8277,2,1
902308,49191,2,1
2393112,5248,18,0
889401,27903,10,1
654232,11712,11,0
1208290,21777,4,0
222730,42828,11,1
1684800,35469,10,1
1549505,15349,32,0
3201972,14996,3,1
2195489,18441,13,0
682126,15649,7,1
3373009,34993,7,0
1264610,17284,13,1
3096232,49318,1,1
1358664,23029,6,1
2961995,38159,21,1
2637180,18439,12,1
1015899,38799,5,0
1904562,15070,1,1
2117092,40898,8,0
1067744,41787,5,1
2785728,20119,7,0
1567999,41549,1,1
2192008,38293,9,1
1456346,45788,3,1
1804817,20418,18,1
432889,39877,6,1
2030587,25371,4,1
2978140,13517,3,0
43071,11421,19,1
553505,31717,7,1
518677,13176,2,0
2246984,21938,22,0
2325459,26604,6,1
1639755,5077,4,1
2207200,5077,8,1
1804125,16616,7,0
1808212,21137,7,0
3300938,12875,26,0
1900428,5134,13,0
3043858,13774,2,0
1130010,33543,10,1
2363957,13590,8,1
2604656,24852,7,1
64272,24964,28,1
350645,26351,7,1
3359921,11941,4,1
2623244,27744,5,1
896478,39561,8,1
3386754,20463,11,1
1743792,47699,23,1
1519219,44487,2,0
114656,24852,1,1
692851,16797,15,1
3420878,39275,6,0
1922916,42372,2,1
1228608,9755,1,1
2785408,1244,7,0
2967870,28713,1,0
2898073,1516,3,1
168419,13176,15,1
2935748,27104,4,1
2905539,20995,8,1
2290286,32691,25,1
2089516,27735,15,1
1027717,41844,19,0
132058,14127,13,1
3030621,8744,3,1
937324,19384,6,1
149351,44479,11,1
549373,39427,4,1
2025905,25146,21,1
3024354,41950,7,1
850657,4562,20,0
265955,17794,2,1
2856589,41950,3,0
951740,19084,1,0
600896,41665,9,0
2775602,19453,23,0
3135866,39475,1,0
1938872,30489,7,1
2779198,27086,8,1
3166559,43889,7,0
2101710,1463,1,0
1724453,24830,21,0
1076461,13802,12,1
240555,47766,1,1
1837659,21137,9,0
1629738,23603,2,0
1844458,21137,9,1
1776790,15707,1,1
2288668,33232,1,1
1280679,34027,2,0
2011863,39796,11,0
2165855,4335,3,1
1719858,3030,4,0
1909295,726,5,0
2155834,11520,1,0
148205,3474,1,1
2110873,38003,4,0
1581360,33129,16,1
450826,24920,2,0
291141,34949,19,0
1465501,30617,19,1
2340458,47209,5,1
571063,10685,5,1
3020446,3957,8,0
2150007,1202,1,0
3023349,25459,4,0
763740,7978,4,0
1048587,4149,14,0
2970625,21647,7,0
1390820,44987,2,1
3174917,27086,9,0
2708607,6489,9,1
2744907,14126,8,1
538598,47848,20,1
865669,27966,22,0
2149451,31215,1,1
2949002,21903,1,1
265021,42475,3,1
2789011,19005,8,0
1426818,47209,6,1
674935,39275,22,0
1761908,19370,14,0
1413014,47626,3,0
2689923,5428,8,1
193130,27985,9,1
2938623,31506,12,1
69780,36471,10,0
704170,24964,12,1
2232272,36375,11,0
3153486,11440,9,1
829558,24964,10,1
3077585,49010,9,1
476682,22069,4,1
2608240,44632,3,1
2077360,47099,3,1
3382432,34217,22,0
1417228,4524,17,0
1718521,28204,2,1
1962129,9337,1,1
2439922,18880,13,1
1018250,34127,20,0
2719840,11574,6,0
3005786,17835,15,0
2751733,8744,10,0
117427,35070,7,1
3365475,49184,20,0
2731225,41950,5,0
211376,9591,2,0
1483937,10070,6,1
1556618,42265,5,0
424157,48679,7,1
3090605,28745,7,1
3087227,12341,4,1
994108,36266,19,1
513903,48600,7,1
2102093,16525,18,0
1448140,49192,16,0
1256394,25146,3,1
1039748,45504,1,1
2142038,6348,3,1
1213061,46969,7,0
1792793,46252,13,1
2629804,47766,6,1
3101158,45,2,1
961697,30850,7,1
2430071,21303,17,0
499950,18150,15,0
753037,45066,2,0
1880226,49683,6,0
2612211,34969,2,1
1131459,48210,4,1
1203326,8048,3,0
187193,43772,14,1
3305063,3990,7,0
2928993,17341,8,1
2311286,22935,10,1
343573,13176,2,1
1507587,30489,6,0
2134600,26530,2,1
426473,9138,1,0
1157827,10036,2,1
363452,25931,9,1
2070591,22935,3,0
1810410,45613,6,0
2545608,5612,3,1
2962262,22961,2,0
322974,5818,6,0
3190510,38482,9,0
1778497,28931,25,0
2825867,39928,14,0
1172040,16891,12,0
1083800,36360,7,0
1168421,40872,9,1
2945437,13176,2,1
1483156,26604,4,1
2492484,13176,7,1
3334765,4544,1,0
3180675,46979,11,0
1651381,34530,13,1
1643493,13866,9,1
1269783,14858,5,0
3098447,4451,13,1
698626,4421,9,1
2573891,35132,22,1
3276387,21497,1,1
820786,47977,3,1
729642,49683,3,1
269437,28255,4,1
2931136,36735,7,0
1645000,27845,3,1
1891080,24439,18,0
2703599,12271,16,0
2581905,27845,5,1
2838636,27145,5,1
309035,5959,2,0
2626438,30278,11,0
1373519,5479,4,1
2312138,2750,4,0
2746896,2078,10,1
1252243,24654,6,0
2321321,21903,10,0
2922282,29594,5,1
1800861,21903,5,1
3115448,28993,19,1
1310821,44449,11,0
3199901,24852,9,1
3144060,47209,17,1
2803295,24846,32,0
172523,28199,14,1
833266,5646,2,1
2723482,9941,14,0
929813,21573,15,0
1682072,8174,2,1
2515636,26629,6,1
2208799,781,11,1
2780463,30967,3,0
1022533,47521,9,1
1459739,26384,2,0
245011,44728,8,0
1755744,49075,1,1
432062,38583,14,1
2443714,28204,6,0
2574966,35095,19,0
2310897,16321,20,1
1879504,18523,8,1
1956684,28928,3,1
2426257,13646,2,0
2895022,4357,6,1
1085158,37359,21,0
3400993,28022,8,1
2271965,46906,7,1
2199068,10549,18,0
1073106,14992,7,0
1090476,14010,5,0
2653207,33151,11,1
1423372,4957,8,1
3142271,45537,21,0
8217,34358,1,1
1467866,38312,1,0
3040195,48110,1,1
2006926,2205,10,0
560473,17224,1,1
3227277,45453,18,0
1131241,44780,7,1
1837477,46049,9,1
1263258,15317,10,1
2847947,33401,18,1
2618121,45368,6,1
2162116,41860,15,1
277064,22935,12,0
607214,20734,16,0
2298020,21038,3,1
2092905,8555,15,1
276956,5322,15,1
3347940,16617,15,1
1696945,43263,11,1
474395,21903,14,0
2582616,25340,31,1
3372945,26459,44,1
1817765,17872,1,0
2262839,24852,6,1
825257,42244,2,1
2531858,18410,7,0
2839383,21709,2,0
3361842,46688,9,0
2151741,29726,3,1
2127186,32096,13,0
1042016,43122,18,1
1208911,35264,12,1
2504154,28985,3,1
1096828,49235,8,0
730179,34448,5,0
1105980,13187,18,1
1202837,17429,27,0
942982,27845,2,1
2342469,22963,4,0
1189432,43352,17,1
2250554,28366,13,1
1885332,39812,2,0
1213600,26377,5,1
3268256,31717,10,0
1920770,24852,5,1
2811597,13198,11,0
744707,33894,9,1
452664,13641,4,1
1703271,35951,7,1
629652,22035,5,1
2615477,35535,6,1
3318278,28704,10,0
1143782,39275,11,0
1227584,22035,17,1
777583,43772,7,0
1791279,2966,10,0
799688,27104,2,1
2987125,31725,13,1
1504306,27845,6,1
2587256,7854,14,1
1890876,29428,7,1
1803502,22035,5,1
2265105,5933,10,1
3380945,35001,5,1
2854999,13740,9,1
258867,38256,29,1
584668,12276,6,1
3201551,13255,6,0
238625,41351,15,1
730588,22825,6,0
3013953,11361,1,1
1184172,21137,16,0
2940647,13176,5,1
2917862,27325,4,0
2790346,13166,8,1
1956689,9076,4,0
143504,24852,7,1
2490279,10568,24,1
253380,1940,1,1
260293,25824,4,1
618049,45504,3,1
2129219,25230,10,1
1719365,23737,7,1
7421,46906,7,1
2245043,37646,25,0
2454677,12914,3,1
1509601,23593,16,1
2666395,33093,2,0
2260541,20186,21,0
1788550,6340,40,1
2977108,26505,10,1
683133,49585,10,0
2638303,26055,10,0
1810111,39534,1,1
3333548,34243,13,1
1781807,45535,10,0
2589976,4149,5,0
1759558,8424,5,1
1969037,13176,9,1
1066051,37654,38,1
3078926,23375,12,1
382408,13176,10,1
1040474,44704,7,1
880387,12250,7,0
1104374,21288,11,0
1350445,8277,1,1
3042845,8203,15,1
202296,39409,3,0
2857592,27086,7,1
1655492,23909,16,1
776486,10834,10,0
426035,13259,12,1
2825577,16797,27,1
581708,44359,12,0
2919245,49235,11,1
1631767,19488,5,1
339878,35321,16,1
3149661,21903,5,0
3162114,4991,2,1
427073,21137,8,1
2563366,13806,1,1
3047409,22017,9,0
814823,1713,5,1
119661,21137,7,1
130442,1039,6,1
213255,45066,2,1
2402911,7159,1,0
3077998,39475,4,1
2603871,49131,5,0
428899,47626,16,1
2194953,34292,1,1
666236,48385,9,1
228710,19851,3,1
1928147,25167,2,0
3333425,26028,2,1
1359217,38273,6,0
1348576,13740,11,1
1977301,24184,6,0
1715256,30450,16,0
2299992,12508,12,1
2788267,44661,14,0
1232074,19904,11,1
424064,6348,7,1
499953,40706,12,1
2467444,44661,8,1
857968,21137,6,1
2398018,36676,13,1
2603737,11737,9,1
2089921,10,6,1
211564,12026,4,0
405830,47425,1,1
768431,41220,2,0
2802143,25217,4,1
746783,9076,11,1
440179,40997,4,0
3328707,41065,27,1
710247,33385,17,0
3318779,4698,6,0
1642788,27966,5,0
322084,24964,5,0
2216559,16797,5,1
1027484,40199,7,1
1438125,48742,13,1
1215402,41290,5,1
3325824,11440,8,1
3186182,37033,4,0
36216,36764,5,1
750894,21938,6,1
34690,1930,6,0
1851097,26209,11,0
576263,27020,18,1
3039182,21485,1,1
2751556,25146,3,1
2048691,40377,7,1
2034069,6046,5,0
1614516,8676,4,0
1150977,42265,18,1
2267177,24852,3,1
823996,21795,4,0
2043722,41168,2,0
2480722,24852,11,0
1157282,42105,6,0
275044,28427,2,0
1195174,32331,4,1
2283795,12341,5,1
1216567,35469,42,1
1105721,34590,14,1
826735,21775,4,1
1802687,47766,16,1
2588903,23315,1,1
55287,3293,4,1
263513,27845,2,1
890913,25485,2,1
930860,19171,5,1
1529582,19057,11,1
2091926,49198,5,0
314748,16387,13,1
3090588,21903,11,0
1300351,16589,8,1
645125,5876,3,1
2205799,43768,15,1
2292428,1160,1,1
1039493,10763,13,0
2361670,43192,7,1
2168914,44910,29,0
2858099,42828,10,0
14426,39275,21,0
1794790,30489,7,1
984187,44172,16,0
2631417,18412,10,1
80003,432,3,1
2803444,33731,4,1
274844,14032,9,1
3380538,890,8,1
2059914,39275,9,1
894850,16249,6,1
682567,35402,2,0
1412392,6873,7,0
1377120,29898,7,0
869708,1117,6,0
828791,47759,3,0
725011,46692,7,1
9915,21195,4,1
1738285,22935,5,1
2093766,24852,11,1
1041252,15175,7,0
1810354,18394,17,1
1258171,12896,11,0
2264372,25466,8,1
2838288,24964,7,1
3085427,31766,4,1
1867914,38544,7,1
808491,2716,1,1
1783642,12700,11,0
3117176,15951,1,0
1105644,48679,1,1
893098,37656,1,1
1082504,15697,18,0
2668149,14999,5,1
1127953,48689,4,0
2777273,27544,22,0
1122537,48679,5,1
2578593,41692,4,1
1844081,28985,10,1
1680625,8580,2,1
3268020,33232,7,1
1635232,30776,5,0
2904308,7851,40,0
613544,9996,17,0
2096160,9076,9,0
2621479,14947,1,1
2183906,4193,14,0
1117863,42445,5,1
637355,47766,2,0
2217804,14084,16,1
3355661,18027,7,1
1664771,33787,5,1
221990,276,11,0
2707671,8859,1,1
1931628,47626,2,0
667568,34295,5,1
814255,46346,24,0
1141659,5491,25,1
2578435,12260,1,0
337688,39132,8,1
2588755,34126,13,0
2101983,36144,9,0
1468804,27548,3,1
279908,47044,1,1
162710,12838,3,0
3263721,45200,6,1
949175,3376,21,1
1691107,4656,6,0
3311871,28787,15,0
892475,45007,18,1
1041131,7598,3,1
1240976,10722,17,0
951162,432,3,1
1975513,44557,47,0
1942199,1217,1,0
2185740,27086,17,0
377667,5077,2,0
2261290,30252,4,1
3152052,5621,20,0
2512645,5589,9,0
1383916,13733,8,0
2142398,45789,12,0
1893560,34,9,0
1004913,41366,12,1
2885218,44632,2,1
151461,42768,13,1
2153984,2732,10,0
1170756,23734,20,0
103366,1731,4,0
2015186,39561,22,0
952251,13984,41,0
2254112,5451,15,0
3109814,34448,30,1
927200,21903,2,1
1897731,4664,3,0
859364,43122,8,1
1483938,12384,3,1
2260247,13807,19,0
619491,11461,9,1
976143,36872,12,1
908239,18479,6,1
315682,49683,26,0
257660,13176,9,1
831386,33636,17,1
1944530,16001,5,1
1866357,27156,8,0
1530129,49139,13,0
1202034,39958,4,1
389573,48745,8,1
373871,24933,8,1
737747,47866,5,1
2288398,23400,2,0
3032695,40146,1,1
3179254,47209,8,1
2299224,7825,23,1
772385,12206,10,0
884048,5876,3,1
1156445,30353,4,1
2620022,22935,10,0
981848,31372,1,0
2631421,23296,4,1
2917561,24852,6,0
801174,3025,15,0
1087107,42265,10,0
1565771,48720,5,1
2923541,27625,10,0
520432,6414,9,0
2082715,28913,3,0
180089,16797,6,1
3092341,36550,11,1
805591,30589,32,0
2500349,21288,3,1
2308686,41544,16,0
555811,5077,8,1
2970513,14605,10,0
560212,44359,1,0
1704644,19660,2,0
2640383,49235,7,1
1789661,46969,9,1
1566389,44548,2,1
1777991,31562,10,0
1205558,3594,3,1
3146953,44275,4,0
388743,47611,1,1
1176744,29447,2,1
1317892,18838,4,1
1703288,1006,13,1
2525823,37919,2,1
348867,16711,4,1
3080187,23644,1,1
1566628,47759,1,1
2723583,32857,9,0
1688353,36522,1,0
1205909,41148,5,0
2659246,35914,9,0
2237472,18370,7,0
769263,39275,6,0
1506494,11526,1,1
954215,11345,2,1
2447614,32109,2,1
1369661,17794,3,1
2289017,21125,8,1
111886,2120,10,1
2934182,20738,4,1
376518,21417,3,1
798221,49235,2,1
3324182,13176,3,1
434888,16797,8,1
1494173,37176,12,1
2843389,47866,2,1
2004945,35547,30,1
1314271,38726,25,1
3183895,14696,23,0
2494284,27744,16,1
3120884,14917,2,1
1058593,15390,5,0
125805,21903,6,1
678060,17862,29,0
2920987,44022,1,1
1070954,27104,11,0
937514,10558,9,1
1076001,49247,6,0
249972,29346,14,1
325870,1963,14,0
1763751,21908,22,0
1079589,33480,5,0
3285127,31345,18,0
2224721,24703,7,1
1611303,23423,4,1
1701060,18434,1,1
2013382,10473,3,1
2961038,31343,15,0
1587604,46906,3,0
2744869,32655,9,1
2541843,43352,5,1
146318,3464,1,1
813208,34525,2,1
2444718,9266,8,0
75535,13252,11,1
2022930,39261,6,0
1209387,11520,1,1
2613984,18391,11,0
2112647,41319,27,0
1975060,43713,14,1
3036987,204,12,1
5919,21137,1,1
418012,276,1,1
244154,6052,4,1
193258,15772,1,0
57134,26104,8,1
296210,42741,11,1
896432,15618,15,0
3314056,47766,3,1
2784169,46979,8,1
368145,45613,1,1
644992,34969,13,0
2439158,31506,2,0
268878,691,3,0
2181542,27246,1,1
1146123,12013,4,1
3239004,31960,2,0
2791138,48679,9,1
565539,21903,9,0
3120129,5460,3,1
3391375,5077,2,1
2645187,21903,5,1
1334690,49683,6,0
866511,43875,12,0
621982,28571,1,1
110791,5456,14,0
1791598,42392,3,0
974132,30756,10,0
2837516,38083,9,0
349191,40396,5,0
1083665,13646,24,1
175791,12962,36,0
3083126,31073,26,0
1165304,46667,14,1
2148451,13176,2,1
2528503,38985,17,0
3372569,14917,8,1
2761020,12276,10,0
289145,31701,21,1
1643189,45504,10,1
58077,14223,4,0
812861,26209,4,1
2405847,24706,18,1
1638226,32588,15,0
34634,42244,6,1
1714083,880,12,0
